"Episode","Length","Reward","IMG","LOG"
"6699","3.5800000000000001","0.58199999999999996","./frames/image6699.gif","./frames/log6699.csv"
"6799","5.1799999999999997","0.34200000000000025","./frames/image6799.gif","./frames/log6799.csv"
"6899","6.7800000000000002","0.28000000000000053","./frames/image6899.gif","./frames/log6899.csv"
"6999","3.6400000000000001","0.33600000000000002","./frames/image6999.gif","./frames/log6999.csv"
"7099","8.0199999999999996","0.076000000000000997","./frames/image7099.gif","./frames/log7099.csv"
"7199","3.3999999999999999","0.47999999999999993","./frames/image7199.gif","./frames/log7199.csv"
"7299","5.3200000000000003","0.36800000000000027","./frames/image7299.gif","./frames/log7299.csv"
"7399","9.1400000000000006","-0.21799999999999908","./frames/image7399.gif","./frames/log7399.csv"
"7499","7.04","0.23600000000000054","./frames/image7499.gif","./frames/log7499.csv"
"7599","3.7400000000000002","0.32600000000000001","./frames/image7599.gif","./frames/log7599.csv"
"7699","11.82","-0.42399999999999921","./frames/image7699.gif","./frames/log7699.csv"
"7799","4.3399999999999999","0.42599999999999993","./frames/image7799.gif","./frames/log7799.csv"
"7899","6.4000000000000004","0.23800000000000043","./frames/image7899.gif","./frames/log7899.csv"
"7999","5.2199999999999998","0.45800000000000035","./frames/image7999.gif","./frames/log7999.csv"
"8099","6.0199999999999996","0.19600000000000034","./frames/image8099.gif","./frames/log8099.csv"
"8199","6.3600000000000003","0.22400000000000045","./frames/image8199.gif","./frames/log8199.csv"
"8299","5.0199999999999996","0.23800000000000032","./frames/image8299.gif","./frames/log8299.csv"
"8399","6.0999999999999996","0.22800000000000048","./frames/image8399.gif","./frames/log8399.csv"
"8499","5.2000000000000002","0.38000000000000006","./frames/image8499.gif","./frames/log8499.csv"
"8599","7.5800000000000001","0.080000000000000251","./frames/image8599.gif","./frames/log8599.csv"
"8699","3.54","0.46600000000000003","./frames/image8699.gif","./frames/log8699.csv"
"8799","4.2800000000000002","0.27200000000000013","./frames/image8799.gif","./frames/log8799.csv"
"8899","3.1000000000000001","0.58999999999999997","./frames/image8899.gif","./frames/log8899.csv"
"8999","6.5999999999999996","0.25800000000000056","./frames/image8999.gif","./frames/log8999.csv"
"9099","3.5600000000000001","0.504","./frames/image9099.gif","./frames/log9099.csv"
"9199","4.46","0.39200000000000046","./frames/image9199.gif","./frames/log9199.csv"
"9299","4.7199999999999998","0.26800000000000013","./frames/image9299.gif","./frames/log9299.csv"
"9399","4.6799999999999997","0.47199999999999998","./frames/image9399.gif","./frames/log9399.csv"
"9499","6.7800000000000002","0.20000000000000032","./frames/image9499.gif","./frames/log9499.csv"
"9599","4.2800000000000002","0.55199999999999994","./frames/image9599.gif","./frames/log9599.csv"
"9699","4.7599999999999998","0.46399999999999997","./frames/image9699.gif","./frames/log9699.csv"
"9799","5.7400000000000002","0.34400000000000036","./frames/image9799.gif","./frames/log9799.csv"
"9899","6.3799999999999999","0.30199999999999994","./frames/image9899.gif","./frames/log9899.csv"
"9999","9.9199999999999999","-0.21199999999999974","./frames/image9999.gif","./frames/log9999.csv"
"10099","6.0599999999999996","0.19200000000000039","./frames/image10099.gif","./frames/log10099.csv"
"10199","2.8999999999999999","0.48999999999999999","./frames/image10199.gif","./frames/log10199.csv"
"10299","5.2000000000000002","0.22000000000000025","./frames/image10299.gif","./frames/log10299.csv"
"10399","6.6799999999999997","0.1920000000000002","./frames/image10399.gif","./frames/log10399.csv"
"10499","2.7599999999999998","0.624","./frames/image10499.gif","./frames/log10499.csv"
"10599","7.1200000000000001","0.067999999999999866","./frames/image10599.gif","./frames/log10599.csv"
"10699","3.0","0.48000000000000009","./frames/image10699.gif","./frames/log10699.csv"
"10799","3.8599999999999999","0.39400000000000007","./frames/image10799.gif","./frames/log10799.csv"
"10899","4.3799999999999999","0.30199999999999999","./frames/image10899.gif","./frames/log10899.csv"
"10999","4.6799999999999997","0.43200000000000033","./frames/image10999.gif","./frames/log10999.csv"
"11099","10.82","-0.2219999999999992","./frames/image11099.gif","./frames/log11099.csv"
"11199","4.96","0.44400000000000012","./frames/image11199.gif","./frames/log11199.csv"
"11299","4.3200000000000003","0.50799999999999979","./frames/image11299.gif","./frames/log11299.csv"
"11399","4.2599999999999998","0.27400000000000002","./frames/image11399.gif","./frames/log11399.csv"
"11499","4.9800000000000004","0.4820000000000001","./frames/image11499.gif","./frames/log11499.csv"
"11599","4.5199999999999996","0.48800000000000004","./frames/image11599.gif","./frames/log11599.csv"
"11699","6.7999999999999998","-0.041999999999999565","./frames/image11699.gif","./frames/log11699.csv"
"11799","6.9800000000000004","0.12200000000000033","./frames/image11799.gif","./frames/log11799.csv"
"11899","4.8200000000000003","0.41799999999999993","./frames/image11899.gif","./frames/log11899.csv"
"11999","5.1200000000000001","0.18800000000000014","./frames/image11999.gif","./frames/log11999.csv"
"12099","6.7800000000000002","0.2619999999999999","./frames/image12099.gif","./frames/log12099.csv"
"12199","4.46","0.57399999999999995","./frames/image12199.gif","./frames/log12199.csv"
"12299","6.7999999999999998","0.11800000000000038","./frames/image12299.gif","./frames/log12299.csv"
"12399","3.8399999999999999","0.63600000000000001","./frames/image12399.gif","./frames/log12399.csv"
"12499","6.0999999999999996","0.33000000000000007","./frames/image12499.gif","./frames/log12499.csv"
"12599","3.2000000000000002","0.66000000000000014","./frames/image12599.gif","./frames/log12599.csv"
"12699","5.5999999999999996","0.30000000000000032","./frames/image12699.gif","./frames/log12699.csv"
"12799","5.3200000000000003","0.24800000000000005","./frames/image12799.gif","./frames/log12799.csv"
"12899","3.8999999999999999","0.42999999999999994","./frames/image12899.gif","./frames/log12899.csv"
"12999","7.6200000000000001","0.018000000000000193","./frames/image12999.gif","./frames/log12999.csv"
"13099","3.9399999999999999","0.38600000000000001","./frames/image13099.gif","./frames/log13099.csv"
"13199","4.2199999999999998","0.47799999999999981","./frames/image13199.gif","./frames/log13199.csv"
"13299","4.7999999999999998","0.38","./frames/image13299.gif","./frames/log13299.csv"
"13399","9.6199999999999992","-0.16399999999999915","./frames/image13399.gif","./frames/log13399.csv"
"13499","7.46","0.092000000000000401","./frames/image13499.gif","./frames/log13499.csv"
"13599","4.54","0.32599999999999996","./frames/image13599.gif","./frames/log13599.csv"
"13699","4.0999999999999996","0.28999999999999992","./frames/image13699.gif","./frames/log13699.csv"
"13799","6.96","0.043999999999999824","./frames/image13799.gif","./frames/log13799.csv"
"13899","8.3800000000000008","0.022000000000000436","./frames/image13899.gif","./frames/log13899.csv"
"13999","4.8799999999999999","0.45200000000000018","./frames/image13999.gif","./frames/log13999.csv"
"14099","2.6600000000000001","0.75399999999999978","./frames/image14099.gif","./frames/log14099.csv"
"14199","8.5","-0.17199999999999949","./frames/image14199.gif","./frames/log14199.csv"
"14299","6.0800000000000001","0.37200000000000011","./frames/image14299.gif","./frames/log14299.csv"
"14399","4.2000000000000002","0.56000000000000016","./frames/image14399.gif","./frames/log14399.csv"
"14499","4.7999999999999998","0.50000000000000011","./frames/image14499.gif","./frames/log14499.csv"
"14599","3.54","0.46600000000000003","./frames/image14599.gif","./frames/log14599.csv"
"14699","3.7599999999999998","0.40399999999999997","./frames/image14699.gif","./frames/log14699.csv"
"14799","6.0599999999999996","0.33400000000000013","./frames/image14799.gif","./frames/log14799.csv"
"14899","3.2599999999999998","0.53400000000000003","./frames/image14899.gif","./frames/log14899.csv"
"14999","6.1600000000000001","0.18200000000000036","./frames/image14999.gif","./frames/log14999.csv"
"15099","4.7000000000000002","0.26999999999999991","./frames/image15099.gif","./frames/log15099.csv"
"15199","5.1200000000000001","0.16600000000000048","./frames/image15199.gif","./frames/log15199.csv"
"15299","4.1200000000000001","0.40799999999999992","./frames/image15299.gif","./frames/log15299.csv"
"15399","6.7599999999999998","0.18400000000000016","./frames/image15399.gif","./frames/log15399.csv"
"15499","6.5","0.25000000000000011","./frames/image15499.gif","./frames/log15499.csv"
"15599","5.7800000000000002","0.2600000000000004","./frames/image15599.gif","./frames/log15599.csv"
"15699","6.6799999999999997","0.21000000000000049","./frames/image15699.gif","./frames/log15699.csv"
"15799","4.0","0.37999999999999995","./frames/image15799.gif","./frames/log15799.csv"
"15899","6.7400000000000002","0.14600000000000013","./frames/image15899.gif","./frames/log15899.csv"
"15999","5.2199999999999998","0.31600000000000045","./frames/image15999.gif","./frames/log15999.csv"
"16099","2.7799999999999998","0.54199999999999993","./frames/image16099.gif","./frames/log16099.csv"
"16199","4.6600000000000001","0.47400000000000003","./frames/image16199.gif","./frames/log16199.csv"
"16299","3.6200000000000001","0.498","./frames/image16299.gif","./frames/log16299.csv"
"16399","4.4000000000000004","0.41999999999999993","./frames/image16399.gif","./frames/log16399.csv"
"16499","5.0999999999999996","0.35000000000000009","./frames/image16499.gif","./frames/log16499.csv"
"16599","2.7799999999999998","0.54199999999999993","./frames/image16599.gif","./frames/log16599.csv"
"16699","4.2999999999999998","0.46999999999999997","./frames/image16699.gif","./frames/log16699.csv"
"16799","4.3200000000000003","0.38799999999999996","./frames/image16799.gif","./frames/log16799.csv"
"16899","5.9000000000000004","0.34999999999999987","./frames/image16899.gif","./frames/log16899.csv"
"16999","3.7200000000000002","0.48799999999999988","./frames/image16999.gif","./frames/log16999.csv"
"17099","2.6800000000000002","0.63200000000000001","./frames/image17099.gif","./frames/log17099.csv"
"17199","3.4199999999999999","0.51800000000000002","./frames/image17199.gif","./frames/log17199.csv"
"17299","2.5","0.68999999999999984","./frames/image17299.gif","./frames/log17299.csv"
"17399","5.3399999999999999","0.3660000000000001","./frames/image17399.gif","./frames/log17399.csv"
"17499","4.2800000000000002","0.47200000000000009","./frames/image17499.gif","./frames/log17499.csv"
"17599","11.119999999999999","-0.27399999999999908","./frames/image17599.gif","./frames/log17599.csv"
"17699","5.2800000000000002","0.33200000000000002","./frames/image17699.gif","./frames/log17699.csv"
"17799","3.7599999999999998","0.68399999999999994","./frames/image17799.gif","./frames/log17799.csv"
"17899","4.2400000000000002","0.43600000000000011","./frames/image17899.gif","./frames/log17899.csv"
"17999","6.8399999999999999","0.096000000000000224","./frames/image17999.gif","./frames/log17999.csv"
"18099","4.8399999999999999","0.23400000000000046","./frames/image18099.gif","./frames/log18099.csv"
"18199","5.1399999999999997","0.22600000000000012","./frames/image18199.gif","./frames/log18199.csv"
"18299","8.6400000000000006","0.014000000000000895","./frames/image18299.gif","./frames/log18299.csv"
"18399","7.1600000000000001","0.18400000000000019","./frames/image18399.gif","./frames/log18399.csv"
"18499","2.5800000000000001","0.64200000000000002","./frames/image18499.gif","./frames/log18499.csv"
"18599","5.5599999999999996","0.32200000000000029","./frames/image18599.gif","./frames/log18599.csv"
"18699","6.5199999999999996","0.087999999999999967","./frames/image18699.gif","./frames/log18699.csv"
"18799","5.1399999999999997","0.26600000000000018","./frames/image18799.gif","./frames/log18799.csv"
"18899","3.0800000000000001","0.67200000000000004","./frames/image18899.gif","./frames/log18899.csv"
"18999","3.6800000000000002","0.49199999999999994","./frames/image18999.gif","./frames/log18999.csv"
"19099","4.6600000000000001","0.51400000000000023","./frames/image19099.gif","./frames/log19099.csv"
"19199","4.1200000000000001","0.44799999999999995","./frames/image19199.gif","./frames/log19199.csv"
"19299","3.6400000000000001","0.61599999999999999","./frames/image19299.gif","./frames/log19299.csv"
"19399","3.3599999999999999","0.64400000000000002","./frames/image19399.gif","./frames/log19399.csv"
"19499","5.0800000000000001","0.29000000000000048","./frames/image19499.gif","./frames/log19499.csv"
"19599","3.7200000000000002","0.52800000000000002","./frames/image19599.gif","./frames/log19599.csv"
"19699","4.6799999999999997","0.3300000000000004","./frames/image19699.gif","./frames/log19699.csv"
"19799","3.8199999999999998","0.55799999999999994","./frames/image19799.gif","./frames/log19799.csv"
"19899","3.5800000000000001","0.42199999999999993","./frames/image19899.gif","./frames/log19899.csv"
"19999","3.2400000000000002","0.53600000000000003","./frames/image19999.gif","./frames/log19999.csv"
"20099","2.8399999999999999","0.65599999999999992","./frames/image20099.gif","./frames/log20099.csv"
"20199","3.3199999999999998","0.6080000000000001","./frames/image20199.gif","./frames/log20199.csv"
"20299","2.7200000000000002","0.748","./frames/image20299.gif","./frames/log20299.csv"
"20399","2.6400000000000001","0.59599999999999997","./frames/image20399.gif","./frames/log20399.csv"
"20499","2.5600000000000001","0.52400000000000002","./frames/image20499.gif","./frames/log20499.csv"
"20599","2.9399999999999999","0.56599999999999984","./frames/image20599.gif","./frames/log20599.csv"
"20699","3.6600000000000001","0.53400000000000003","./frames/image20699.gif","./frames/log20699.csv"
"20799","6.2999999999999998","-0.010000000000000165","./frames/image20799.gif","./frames/log20799.csv"
"20899","3.6600000000000001","0.4539999999999999","./frames/image20899.gif","./frames/log20899.csv"
"20999","3.2400000000000002","0.53599999999999992","./frames/image20999.gif","./frames/log20999.csv"
"21099","2.5600000000000001","0.56399999999999995","./frames/image21099.gif","./frames/log21099.csv"
"21199","4.0199999999999996","0.57800000000000007","./frames/image21199.gif","./frames/log21199.csv"
"21299","3.52","0.62799999999999989","./frames/image21299.gif","./frames/log21299.csv"
"21399","2.7200000000000002","0.58800000000000008","./frames/image21399.gif","./frames/log21399.csv"
"21499","2.6000000000000001","0.47999999999999998","./frames/image21499.gif","./frames/log21499.csv"
"21599","2.6600000000000001","0.63400000000000001","./frames/image21599.gif","./frames/log21599.csv"
"21699","6.7400000000000002","0.24400000000000052","./frames/image21699.gif","./frames/log21699.csv"
"21799","2.9399999999999999","0.64599999999999991","./frames/image21799.gif","./frames/log21799.csv"
"21899","3.8999999999999999","0.63000000000000012","./frames/image21899.gif","./frames/log21899.csv"
"21999","5.04","0.39599999999999996","./frames/image21999.gif","./frames/log21999.csv"
"22099","2.8799999999999999","0.65200000000000002","./frames/image22099.gif","./frames/log22099.csv"
"22199","3.6000000000000001","0.45999999999999991","./frames/image22199.gif","./frames/log22199.csv"
"22299","3.3799999999999999","0.68200000000000005","./frames/image22299.gif","./frames/log22299.csv"
"22399","4.3600000000000003","0.38400000000000017","./frames/image22399.gif","./frames/log22399.csv"
"22499","6.0599999999999996","0.41400000000000037","./frames/image22499.gif","./frames/log22499.csv"
"22599","3.6000000000000001","0.57999999999999996","./frames/image22599.gif","./frames/log22599.csv"
"22699","6.1799999999999997","0.32200000000000017","./frames/image22699.gif","./frames/log22699.csv"
"22799","6.1799999999999997","0.042000000000000044","./frames/image22799.gif","./frames/log22799.csv"
"22899","3.6800000000000002","0.45200000000000001","./frames/image22899.gif","./frames/log22899.csv"
"22999","3.8199999999999998","0.59799999999999986","./frames/image22999.gif","./frames/log22999.csv"
"23099","5.4199999999999999","0.43800000000000011","./frames/image23099.gif","./frames/log23099.csv"
"23199","5.0199999999999996","0.39800000000000002","./frames/image23199.gif","./frames/log23199.csv"
"23299","3.0","0.59999999999999998","./frames/image23299.gif","./frames/log23299.csv"
"23399","6.0199999999999996","0.37800000000000017","./frames/image23399.gif","./frames/log23399.csv"
"23499","3.2599999999999998","0.49399999999999999","./frames/image23499.gif","./frames/log23499.csv"
"23599","3.7599999999999998","0.56399999999999995","./frames/image23599.gif","./frames/log23599.csv"
"23699","5.0999999999999996","0.39000000000000029","./frames/image23699.gif","./frames/log23699.csv"
"23799","4.7800000000000002","0.42200000000000015","./frames/image23799.gif","./frames/log23799.csv"
"23899","4.8799999999999999","0.45200000000000001","./frames/image23899.gif","./frames/log23899.csv"
"23999","4.1399999999999997","0.36599999999999994","./frames/image23999.gif","./frames/log23999.csv"
"24099","2.8599999999999999","0.61399999999999999","./frames/image24099.gif","./frames/log24099.csv"
"24199","6.2400000000000002","0.19600000000000037","./frames/image24199.gif","./frames/log24199.csv"
"24299","3.7599999999999998","0.36399999999999999","./frames/image24299.gif","./frames/log24299.csv"
"24399","5.1600000000000001","0.22399999999999992","./frames/image24399.gif","./frames/log24399.csv"
"24499","3.2000000000000002","0.5","./frames/image24499.gif","./frames/log24499.csv"
"24599","4.7400000000000002","0.30600000000000011","./frames/image24599.gif","./frames/log24599.csv"
"24699","5.2199999999999998","0.31600000000000039","./frames/image24699.gif","./frames/log24699.csv"
"24799","6.9199999999999999","-0.053999999999999639","./frames/image24799.gif","./frames/log24799.csv"
"24899","7.4000000000000004","0.17800000000000032","./frames/image24899.gif","./frames/log24899.csv"
"24999","4.8399999999999999","0.53600000000000025","./frames/image24999.gif","./frames/log24999.csv"
"25099","4.7999999999999998","0.41999999999999998","./frames/image25099.gif","./frames/log25099.csv"
"25199","6.4400000000000004","0.2160000000000003","./frames/image25199.gif","./frames/log25199.csv"
"25299","5.8399999999999999","0.25400000000000039","./frames/image25299.gif","./frames/log25299.csv"
"25399","3.02","0.59799999999999998","./frames/image25399.gif","./frames/log25399.csv"
"25499","3.0800000000000001","0.55199999999999994","./frames/image25499.gif","./frames/log25499.csv"
"25599","4.7199999999999998","0.54800000000000015","./frames/image25599.gif","./frames/log25599.csv"
"25699","7.7400000000000002","-0.17599999999999949","./frames/image25699.gif","./frames/log25699.csv"
"25799","6.0199999999999996","0.2360000000000004","./frames/image25799.gif","./frames/log25799.csv"
"25899","4.6799999999999997","0.51200000000000001","./frames/image25899.gif","./frames/log25899.csv"
"25999","6.0199999999999996","0.33799999999999991","./frames/image25999.gif","./frames/log25999.csv"
"26099","7.7199999999999998","-0.053999999999999541","./frames/image26099.gif","./frames/log26099.csv"
"26199","5.1399999999999997","0.54600000000000004","./frames/image26199.gif","./frames/log26199.csv"
"26299","7.6600000000000001","0.17400000000000015","./frames/image26299.gif","./frames/log26299.csv"
"26399","2.9399999999999999","0.48599999999999993","./frames/image26399.gif","./frames/log26399.csv"
"26499","6.1600000000000001","0.16400000000000012","./frames/image26499.gif","./frames/log26499.csv"
"26599","3.48","0.55199999999999994","./frames/image26599.gif","./frames/log26599.csv"
"26699","6.54","0.16600000000000037","./frames/image26699.gif","./frames/log26699.csv"
"26799","5.5599999999999996","0.44200000000000045","./frames/image26799.gif","./frames/log26799.csv"
"26899","4.2000000000000002","0.64000000000000012","./frames/image26899.gif","./frames/log26899.csv"
"26999","5.8399999999999999","0.3740000000000005","./frames/image26999.gif","./frames/log26999.csv"
"27099","4.6200000000000001","0.51800000000000013","./frames/image27099.gif","./frames/log27099.csv"
"27199","5.9000000000000004","0.42999999999999999","./frames/image27199.gif","./frames/log27199.csv"
"27299","4.96","0.52400000000000002","./frames/image27299.gif","./frames/log27299.csv"
"27399","3.6000000000000001","0.58000000000000007","./frames/image27399.gif","./frames/log27399.csv"
"27499","2.7599999999999998","0.82399999999999995","./frames/image27499.gif","./frames/log27499.csv"
"27599","4.3600000000000003","0.58400000000000007","./frames/image27599.gif","./frames/log27599.csv"
"27699","4.0800000000000001","0.61199999999999999","./frames/image27699.gif","./frames/log27699.csv"
"27799","4.7400000000000002","0.58600000000000019","./frames/image27799.gif","./frames/log27799.csv"
"27899","4.9199999999999999","0.48799999999999999","./frames/image27899.gif","./frames/log27899.csv"
"27999","3.7200000000000002","0.64800000000000002","./frames/image27999.gif","./frames/log27999.csv"
"28099","6.1399999999999997","0.34400000000000036","./frames/image28099.gif","./frames/log28099.csv"
"28199","7.7000000000000002","0.25000000000000017","./frames/image28199.gif","./frames/log28199.csv"
"28299","6.7800000000000002","0.3420000000000003","./frames/image28299.gif","./frames/log28299.csv"
"28399","5.0199999999999996","0.43800000000000017","./frames/image28399.gif","./frames/log28399.csv"
"28499","3.48","0.71199999999999986","./frames/image28499.gif","./frames/log28499.csv"
"28599","5.4800000000000004","0.45000000000000034","./frames/image28599.gif","./frames/log28599.csv"
"28699","3.4199999999999999","0.67799999999999994","./frames/image28699.gif","./frames/log28699.csv"
"28799","5.6200000000000001","0.37800000000000006","./frames/image28799.gif","./frames/log28799.csv"
"28899","4.6799999999999997","0.55199999999999994","./frames/image28899.gif","./frames/log28899.csv"
"28999","6.1600000000000001","0.32400000000000018","./frames/image28999.gif","./frames/log28999.csv"
"29099","5.6600000000000001","0.37400000000000033","./frames/image29099.gif","./frames/log29099.csv"
"29199","2.96","0.76400000000000001","./frames/image29199.gif","./frames/log29199.csv"
"29299","5.2599999999999998","0.49400000000000005","./frames/image29299.gif","./frames/log29299.csv"
"29399","5.7400000000000002","0.48599999999999999","./frames/image29399.gif","./frames/log29399.csv"
"29499","5.2800000000000002","0.45200000000000012","./frames/image29499.gif","./frames/log29499.csv"
"29599","5.8200000000000003","0.31799999999999995","./frames/image29599.gif","./frames/log29599.csv"
"29699","5.3200000000000003","0.46600000000000036","./frames/image29699.gif","./frames/log29699.csv"
"29799","6.2400000000000002","0.35600000000000032","./frames/image29799.gif","./frames/log29799.csv"
"29899","4.6399999999999997","0.55599999999999994","./frames/image29899.gif","./frames/log29899.csv"
"29999","4.7599999999999998","0.54399999999999993","./frames/image29999.gif","./frames/log29999.csv"
"30099","3.46","0.59399999999999997","./frames/image30099.gif","./frames/log30099.csv"
"30199","4.04","0.61599999999999999","./frames/image30199.gif","./frames/log30199.csv"
"30299","7.3600000000000003","0.30200000000000038","./frames/image30299.gif","./frames/log30299.csv"
"30399","4.2999999999999998","0.58999999999999997","./frames/image30399.gif","./frames/log30399.csv"
"30499","6.8600000000000003","0.35200000000000053","./frames/image30499.gif","./frames/log30499.csv"
"30599","3.3599999999999999","0.76399999999999979","./frames/image30599.gif","./frames/log30599.csv"
"30699","5.8399999999999999","0.35600000000000021","./frames/image30699.gif","./frames/log30699.csv"
"30799","6.2000000000000002","0.32000000000000023","./frames/image30799.gif","./frames/log30799.csv"
"30899","3.7599999999999998","0.64399999999999991","./frames/image30899.gif","./frames/log30899.csv"
"30999","3.96","0.58399999999999996","./frames/image30999.gif","./frames/log30999.csv"
"31099","6.0199999999999996","0.45799999999999996","./frames/image31099.gif","./frames/log31099.csv"
"31199","4.7199999999999998","0.46799999999999992","./frames/image31199.gif","./frames/log31199.csv"
"31299","4.7800000000000002","0.54200000000000026","./frames/image31299.gif","./frames/log31299.csv"
"31399","4.6200000000000001","0.59800000000000031","./frames/image31399.gif","./frames/log31399.csv"
