"ACTION","REWARD","A0","A1","A2","A3","V"
"1","-1.529525396143292","-1.60285","2.59607","-0.30481","-1.56328","5.30648"
"1","-1.4439650466093858","-0.896287","1.47063","0.399931","-2.39046","6.68986"
"1","-1.3575404511205917","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-1.2702428799197896","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-1.1820635150704943","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-1.0929934495661557","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-1.0030236864304602","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-0.9121451378085458","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-0.8203486240490362","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-0.7276248727768042","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-0.6339645179563679","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-0.5393580989458262","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-0.4437960595412386","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-0.34726874701135213","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-0.24976641112257794","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-0.15127920315411914","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","-0.05179717490315064","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","0.048689722320049866","1.33298","1.98599","1.85914","-5.7829","6.69428"
"0","0.15019163870712107","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","0.25271882697688997","-0.896287","1.47063","0.399931","-2.39046","6.68986"
"1","0.356281643411","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","0.46089054890000003","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","0.5665561100000001","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","0.673289","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","0.7811","1.33298","1.98599","1.85914","-5.7829","6.69428"
"1","0.89","1.33298","1.98599","1.85914","-5.7829","6.69428"
"3","1.0","1.33298","1.98599","1.85914","-5.7829","6.69428"
