"ACTION","REWARD","A0","A1","A2","A3","V"
"0","-4.276254250846626","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-4.2184386372188145","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"1","-4.160039027493752","1.44418","1.05925","0.501133","-0.63156","1.20523"
"0","-4.101049522720962","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-4.0414641643646085","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-3.981276933701625","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-3.920481751213763","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-3.859072475973498","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-3.797042905023735","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-3.734386772751247","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-3.671097750253785","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-3.607169444700793","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-3.5425953986876695","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-3.4773690895835045","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-3.4114839288722267","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-3.3449332614870975","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-3.277710365138482","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-3.2098084496348305","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-3.1412206561967984","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-3.0719400567644426","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-3.001959653297417","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-2.931272377068098","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-2.8598710879475737","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-2.787748573684418","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-2.7148975491761798","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-2.641310655733515","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-2.5669804603368838","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-2.491899454885741","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-2.4160600554401426","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-2.3394546014546895","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-2.262075355004737","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-2.183914500004785","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-2.1049641414189746","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-2.0252163044636107","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-1.9446629338016268","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-1.8632958927289158","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-1.7811069623524403","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"0","-1.6980878407600406","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-1.6142301421818592","-1.09721","2.16166","1.80185","0.251101","-0.102553"
"2","-1.529525396143292","1.44418","1.05925","0.501133","-0.63156","1.20523"
"1","-1.4439650466093858","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-1.3575404511205917","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-1.2702428799197896","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-1.1820635150704943","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-1.0929934495661557","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-1.0030236864304602","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-0.9121451378085458","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-0.8203486240490362","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-0.7276248727768042","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-0.6339645179563679","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-0.5393580989458262","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-0.4437960595412386","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-0.34726874701135213","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-0.24976641112257794","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-0.15127920315411914","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","-0.05179717490315064","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","0.048689722320049866","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","0.15019163870712107","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","0.25271882697688997","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","0.356281643411","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","0.46089054890000003","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","0.5665561100000001","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","0.673289","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","0.7811","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"1","0.89","0.577571","0.932176","-0.210397","-0.339528","0.50074"
"0","1.0","0.577571","0.932176","-0.210397","-0.339528","0.50074"
