"ACTION","REWARD","A0","A1","A2","A3","V"
"0","0.048689722320049866","0.471844","-0.117949","-0.0854129","-0.571488","0.133363"
"0","0.15019163870712107","0.59882","-0.212715","0.26259","0.0773748","0.0923599"
"2","0.25271882697688997","-0.10816","-0.64937","0.84909","0.718066","0.13647"
"2","0.356281643411","-0.10816","-0.64937","0.84909","0.718066","0.13647"
"2","0.46089054890000003","-0.10816","-0.64937","0.84909","0.718066","0.13647"
"2","0.5665561100000001","-0.10816","-0.64937","0.84909","0.718066","0.13647"
"2","0.673289","-0.10816","-0.64937","0.84909","0.718066","0.13647"
"2","0.7811","-0.10816","-0.64937","0.84909","0.718066","0.13647"
"2","0.89","-0.10816","-0.64937","0.84909","0.718066","0.13647"
"3","1.0","-0.10816","-0.64937","0.84909","0.718066","0.13647"
