"ACTION","REWARD","A0","A1","A2","A3","V"
"3","-0.8203486240490362","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","-0.7276248727768042","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","-0.6339645179563679","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","-0.5393580989458262","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","-0.4437960595412386","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","-0.34726874701135213","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","-0.24976641112257794","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","-0.15127920315411914","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","-0.05179717490315064","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","0.048689722320049866","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","0.15019163870712107","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","0.25271882697688997","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","0.356281643411","0.843444","0.566839","0.887958","0.929187","0.461627"
"3","0.46089054890000003","0.843444","0.566839","0.887958","0.929187","0.461627"
"2","0.5665561100000001","0.843444","0.566839","0.887958","0.929187","0.461627"
"2","0.673289","0.865276","3.18604","1.94594","0.576261","0.00504209"
"3","0.7811","0.532917","1.41813","0.901692","1.85965","0.262271"
"1","0.89","0.865276","3.18604","1.94594","0.576261","0.00504209"
"2","1.0","0.730643","-0.173619","1.17629","0.0809236","0.0809522"
