"ACTION","REWARD","A0","A1","A2","A3","V"
"3","-2.8598710879475737","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.787748573684418","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.7148975491761798","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.641310655733515","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.5669804603368838","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.491899454885741","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.4160600554401426","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.3394546014546895","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.262075355004737","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.183914500004785","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.1049641414189746","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-2.0252163044636107","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.9446629338016268","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.8632958927289158","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.7811069623524403","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.6980878407600406","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.6142301421818592","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.529525396143292","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.4439650466093858","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.3575404511205917","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.2702428799197896","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.1820635150704943","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.0929934495661557","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-1.0030236864304602","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-0.9121451378085458","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-0.8203486240490362","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-0.7276248727768042","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-0.6339645179563679","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-0.5393580989458262","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-0.4437960595412386","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-0.34726874701135213","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-0.24976641112257794","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-0.15127920315411914","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","-0.05179717490315064","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","0.048689722320049866","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","0.15019163870712107","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","0.25271882697688997","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","0.356281643411","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","0.46089054890000003","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","0.5665561100000001","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"3","0.673289","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"1","0.7811","-0.138741","0.126753","0.0809852","0.112027","0.923939"
"2","0.89","0.389041","0.177193","0.517297","-0.114256","0.0263"
"2","1.0","0.657138","0.0554097","1.14649","0.234927","0.354565"
