"ACTION","REWARD","A0","A1","A2","A3","V"
"3","-3.607169444700793","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-3.5425953986876695","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-3.4773690895835045","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-3.4114839288722267","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-3.3449332614870975","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-3.277710365138482","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-3.2098084496348305","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-3.1412206561967984","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-3.0719400567644426","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-3.001959653297417","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.931272377068098","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.8598710879475737","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.787748573684418","2.07973","-0.87169","1.24619","2.12043","0.807051"
"2","-2.7148975491761798","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.641310655733515","-0.184296","-1.17347","0.188723","1.26297","0.106447"
"3","-2.5669804603368838","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.491899454885741","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.4160600554401426","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.3394546014546895","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.262075355004737","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.183914500004785","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.1049641414189746","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-2.0252163044636107","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-1.9446629338016268","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-1.8632958927289158","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-1.7811069623524403","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-1.6980878407600406","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-1.6142301421818592","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-1.529525396143292","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-1.4439650466093858","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-1.3575404511205917","2.07973","-0.87169","1.24619","2.12043","0.807051"
"2","-1.2702428799197896","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-1.1820635150704943","-0.184296","-1.17347","0.188723","1.26297","0.106447"
"3","-1.0929934495661557","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-1.0030236864304602","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-0.9121451378085458","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-0.8203486240490362","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-0.7276248727768042","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-0.6339645179563679","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-0.5393580989458262","2.07973","-0.87169","1.24619","2.12043","0.807051"
"0","-0.4437960595412386","2.07973","-0.87169","1.24619","2.12043","0.807051"
"3","-0.34726874701135213","0.289239","-1.44046","2.6952","2.64952","0.694341"
"3","-0.24976641112257794","0.289239","-1.44046","2.6952","2.64952","0.694341"
"3","-0.15127920315411914","0.289239","-1.44046","2.6952","2.64952","0.694341"
"3","-0.05179717490315064","0.289239","-1.44046","2.6952","2.64952","0.694341"
"3","0.048689722320049866","0.289239","-1.44046","2.6952","2.64952","0.694341"
"3","0.15019163870712107","0.289239","-1.44046","2.6952","2.64952","0.694341"
"3","0.25271882697688997","0.289239","-1.44046","2.6952","2.64952","0.694341"
"3","0.356281643411","0.289239","-1.44046","2.6952","2.64952","0.694341"
"3","0.46089054890000003","0.289239","-1.44046","2.6952","2.64952","0.694341"
"3","0.5665561100000001","0.289239","-1.44046","2.6952","2.64952","0.694341"
"3","0.673289","0.289239","-1.44046","2.6952","2.64952","0.694341"
"0","0.7811","0.289239","-1.44046","2.6952","2.64952","0.694341"
"2","0.89","0.289239","-1.44046","2.6952","2.64952","0.694341"
"2","1.0","1.46079","0.0790656","2.09006","0.38746","-0.57859"
